student_id,student_year,day_of_week,meal_time,meal_type,is_weekend,class_day,assignment_deadline,arrival_time_min,temperature,humidity,wind_speed,rain,air_quality,rising_time,sleeping_time,mess_duration
144,2,2,2,0,0,1,0,1234,25,62,12.2,1,119,359,1326,32
93,2,0,1,1,0,0,0,813,26,49,3.0,0,135,499,1348,23
133,2,3,2,0,0,0,0,1206,25,58,4.5,1,132,485,1273,29
37,1,3,0,1,0,0,0,573,33,53,13.8,0,149,463,1355,7
113,3,1,1,0,0,0,1,821,28,65,12.0,0,129,431,1379,15
62,3,0,2,0,0,0,1,1200,25,65,3.4,0,125,480,1352,20
74,3,0,0,0,0,0,0,525,31,52,14.6,0,165,429,1367,5
10,1,2,2,1,0,0,0,1254,25,64,8.5,0,129,382,1271,32
14,2,2,2,1,0,1,0,1278,25,64,16.1,0,124,444,1357,23
18,2,1,1,1,0,0,0,778,29,65,13.1,0,131,367,1298,19
94,3,3,2,0,0,0,0,1211,25,59,10.1,0,132,466,1267,34
136,2,1,1,1,0,0,0,821,29,64,5.8,0,119,481,1322,21
68,1,6,1,1,1,1,1,771,31,58,11.4,0,121,621,1333,19
1,4,2,1,1,0,1,0,790,29,55,3.0,0,133,409,1296,17
12,3,0,0,1,0,0,0,457,31,59,12.4,0,161,478,1279,14
97,2,6,1,1,1,1,0,826,30,62,9.2,0,124,518,1262,23
29,1,4,2,1,0,0,0,1286,25,63,12.4,0,136,376,1357,29
54,2,5,2,1,1,1,0,1275,27,60,19.1,0,131,553,1426,30
13,2,0,0,0,0,0,0,469,31,63,10.7,0,155,424,1312,9
79,1,5,2,1,1,1,0,1182,25,53,9.1,1,135,521,1314,24
59,2,6,1,1,1,1,0,841,26,61,11.3,0,125,584,1268,18
148,1,0,0,1,0,0,0,546,33,59,10.9,0,150,463,1336,14
62,3,4,0,1,0,1,0,541,32,59,13.1,0,166,401,1375,13
57,2,6,2,1,1,1,0,1222,25,56,9.4,0,137,543,1319,31
33,3,3,2,1,0,0,0,1198,26,59,7.7,0,136,423,1279,25
33,3,2,2,1,0,1,0,1209,25,65,9.3,0,128,471,1301,23
138,2,3,0,0,0,0,0,454,31,65,11.9,0,158,482,1320,8
135,2,0,0,0,0,1,0,517,33,64,8.6,1,160,524,1364,14
123,1,1,2,0,0,0,0,1205,25,65,8.2,1,125,535,1317,24
38,3,0,1,0,0,0,0,757,31,62,14.9,0,133,419,1297,23
91,3,4,2,0,0,1,0,1212,25,57,18.6,0,112,523,1384,27
38,3,3,0,1,0,0,0,593,33,57,7.2,0,145,480,1283,8
65,2,0,1,1,0,0,0,807,29,55,5.0,0,133,538,1309,18
23,2,5,1,1,1,1,0,770,32,55,14.3,0,135,549,1367,29
119,2,5,1,0,1,1,0,768,29,56,8.5,0,139,571,1367,28
18,2,4,1,0,0,0,0,865,29,61,7.6,0,123,441,1329,23
89,2,4,1,0,0,0,0,862,30,63,15.2,0,119,403,1338,11
148,1,1,1,0,0,1,0,803,28,55,11.7,0,132,458,1307,20
107,3,1,0,1,0,0,0,569,33,61,14.8,0,158,441,1322,7
106,2,0,2,0,0,0,0,1184,25,59,13.1,1,127,485,1311,28
57,2,4,0,1,0,0,0,596,32,56,6.8,0,145,439,1392,5
42,1,0,1,0,0,0,0,833,28,60,3.6,0,118,446,1278,21
137,3,2,0,0,0,0,0,469,31,65,11.1,0,161,508,1341,9
112,3,6,1,0,1,1,0,796,29,56,14.6,0,121,566,1325,27
84,2,6,2,1,1,1,0,1229,25,63,13.4,1,128,522,1291,32
3,2,5,2,1,1,1,0,1215,26,53,9.6,0,128,542,1353,32
132,1,2,2,1,0,0,1,1252,25,60,3.9,0,130,489,1309,23
33,3,0,1,1,0,0,0,771,29,61,11.7,0,130,399,1336,22
147,2,3,0,0,0,1,0,496,31,52,12.3,0,161,495,1341,9
133,2,2,1,1,0,0,0,763,31,62,14.2,0,128,475,1308,21
149,2,0,2,1,0,0,1,1253,26,57,18.0,0,141,548,1304,25
29,1,0,0,1,0,0,0,527,33,57,13.3,0,157,442,1319,8
68,1,3,2,1,0,0,0,1178,25,62,9.9,0,133,436,1263,33
104,3,2,1,1,0,1,0,769,29,59,14.3,0,127,408,1292,20
90,1,6,1,1,1,1,0,836,27,55,6.9,1,134,556,1260,21
83,1,0,0,0,0,0,0,492,31,58,3.0,0,160,455,1295,10
48,2,0,2,1,0,0,0,1208,25,63,10.2,1,118,388,1307,23
75,3,4,0,1,0,1,0,552,33,58,13.1,0,147,450,1342,16
112,3,0,2,1,0,0,0,1198,26,60,14.6,0,130,467,1342,26
116,3,1,2,1,0,0,0,1198,25,58,9.0,0,112,480,1338,28
27,2,4,2,0,0,0,0,1222,25,65,10.4,0,121,440,1434,27
33,3,3,2,0,0,0,0,1189,25,62,3.0,0,131,495,1361,26
64,2,6,1,0,1,1,0,808,27,61,9.0,1,128,469,1271,24
29,1,1,2,0,0,1,0,1256,25,55,10.4,0,135,437,1291,31
140,4,1,2,1,0,0,0,1267,25,57,9.7,0,128,478,1309,30
23,2,4,1,1,0,0,0,766,27,58,14.7,0,124,410,1420,22
4,2,0,0,1,0,0,1,547,33,63,8.2,0,162,438,1346,6
51,3,5,0,0,1,1,0,600,31,62,3.2,0,161,525,1394,17
3,2,6,0,1,1,1,0,530,31,57,5.7,0,164,584,1342,10
63,2,5,1,1,1,1,0,779,31,54,13.1,0,127,498,1386,27
135,2,4,2,1,0,1,0,1232,26,55,9.5,0,129,402,1363,28
33,3,4,0,0,0,1,0,568,31,53,13.6,0,149,412,1356,14
33,3,6,0,0,1,1,0,567,33,48,12.5,1,156,585,1271,12
80,3,6,1,1,1,1,0,801,31,46,17.2,0,127,512,1304,24
58,1,6,0,1,1,1,0,547,31,62,7.6,0,152,587,1342,15
87,3,1,2,0,0,0,0,1202,25,54,9.1,0,135,500,1321,25
144,2,1,2,1,0,0,0,1224,26,65,16.5,1,122,469,1343,28
139,4,4,2,1,0,0,0,1202,25,60,9.5,0,137,493,1361,23
53,3,5,1,0,1,1,0,837,27,53,9.5,0,138,564,1411,23
46,2,4,2,1,0,0,0,1250,25,62,6.6,0,142,459,1306,30
121,3,3,1,0,0,0,0,830,29,59,11.8,0,138,417,1349,11
125,2,3,1,1,0,0,0,860,27,62,18.1,0,116,421,1344,18
103,2,2,1,1,0,1,1,836,29,57,11.9,0,124,545,1350,14
89,2,3,2,0,0,0,1,1252,25,62,7.7,0,141,392,1301,23
51,3,5,2,1,1,1,0,1283,26,63,4.1,0,129,520,1306,29
121,3,4,2,1,0,1,0,1247,25,51,17.0,0,127,483,1354,29
69,4,0,2,1,0,0,1,1259,26,64,12.2,0,141,521,1278,24
79,1,1,2,1,0,1,0,1269,26,63,4.7,0,136,461,1286,34
136,2,4,2,0,0,0,0,1195,26,65,10.6,0,128,599,1360,19
70,3,0,0,0,0,0,0,552,31,63,6.5,0,159,392,1361,5
108,2,3,0,0,0,0,0,571,30,54,11.9,0,155,355,1373,5
114,3,2,2,1,0,0,0,1174,25,55,8.5,0,110,483,1279,32
67,3,1,1,1,0,1,0,792,31,62,15.0,0,128,442,1308,20
94,3,5,1,0,1,1,0,819,29,54,6.5,0,126,572,1349,27
86,3,1,2,1,0,0,0,1247,27,55,11.9,0,124,406,1302,34
31,2,2,0,1,0,0,0,466,33,54,13.9,0,165,526,1326,18
35,3,0,2,1,0,1,0,1239,26,62,11.9,0,131,457,1292,26
51,3,4,2,1,0,1,0,1224,26,50,10.4,0,117,432,1383,29
77,1,1,0,1,0,0,0,532,33,64,3.0,0,156,431,1328,6
1,4,5,0,1,1,1,0,563,31,54,8.5,0,151,470,1340,20
56,1,3,2,0,0,0,0,1281,25,58,11.4,0,139,476,1296,32
147,2,4,2,0,0,0,1,1231,26,54,10.3,1,125,492,1350,30
70,3,2,2,1,0,1,0,1200,25,61,10.3,0,138,399,1360,26
33,3,5,2,1,1,1,0,1217,25,65,18.2,0,127,602,1398,29
112,3,4,1,1,0,0,0,785,29,60,15.9,0,139,523,1349,18
84,2,6,2,1,1,1,1,1217,27,56,11.7,0,124,498,1335,25
33,3,2,1,1,0,1,0,843,30,56,3.0,0,126,377,1351,19
90,1,5,1,0,1,1,0,856,25,65,13.0,0,132,606,1374,21
113,3,3,1,1,0,0,0,760,31,54,10.3,0,130,503,1260,18
120,3,0,1,1,0,1,0,841,28,59,6.4,0,131,410,1297,27
20,3,4,2,0,0,0,0,1201,26,60,15.3,0,126,475,1368,23
5,2,2,1,1,0,1,0,836,30,61,18.2,0,118,472,1276,15
44,2,0,1,1,0,0,1,843,29,53,8.8,0,133,467,1283,13
146,3,5,1,1,1,1,1,796,29,64,12.3,0,129,577,1407,13
128,1,1,2,1,0,0,1,1230,28,56,7.6,0,135,468,1303,19
61,2,0,1,1,0,0,0,856,27,54,12.6,0,121,454,1378,20
79,1,0,2,1,0,0,0,1252,25,65,9.0,0,135,427,1302,29
103,2,3,2,1,0,0,0,1246,25,59,14.9,1,124,403,1329,26
63,2,2,1,0,0,1,0,844,26,65,11.1,0,141,525,1331,20
38,3,1,0,1,0,0,0,508,32,55,8.6,0,161,467,1328,12
63,2,1,1,0,0,1,0,790,30,55,10.0,0,132,547,1351,24
139,4,2,2,0,0,1,0,1213,25,62,3.9,0,117,477,1301,29
73,3,6,1,1,1,1,0,835,29,57,10.9,0,127,532,1285,22
133,2,0,0,1,0,0,1,553,33,52,14.8,0,155,501,1318,5
94,3,6,2,1,1,1,0,1190,25,54,12.5,0,135,550,1372,33
98,1,2,1,1,0,1,1,810,30,58,6.6,0,137,450,1357,14
27,2,4,1,1,0,0,0,867,27,63,15.7,0,124,517,1354,23
119,2,6,0,1,1,1,0,538,30,64,12.7,0,151,522,1345,21
92,3,5,2,1,1,0,0,1212,25,50,3.0,0,122,602,1391,31
65,2,3,0,1,0,0,0,597,32,54,10.2,0,151,474,1330,7
87,3,6,0,1,1,1,0,568,30,59,11.6,0,160,467,1296,12
16,2,1,1,0,0,1,0,857,26,56,8.6,0,119,412,1309,18
55,3,3,1,0,0,0,0,785,30,60,8.9,0,136,360,1300,18
45,3,5,1,0,1,0,0,840,28,63,10.1,0,124,489,1404,19
88,3,1,2,0,0,0,0,1232,27,57,10.6,0,135,557,1343,31
47,2,1,1,1,0,0,0,853,29,59,4.7,0,138,472,1308,14
24,2,4,1,0,0,0,0,843,27,59,10.3,0,132,486,1321,14
137,3,2,2,1,0,1,0,1238,25,64,7.6,0,134,403,1304,27
12,3,4,1,1,0,1,0,788,30,51,6.7,1,126,493,1407,25
118,3,1,2,1,0,0,0,1283,27,59,7.2,0,123,454,1359,29
127,3,3,2,1,0,0,1,1213,25,59,8.2,0,127,415,1290,23
64,2,2,2,0,0,1,0,1211,25,55,6.0,0,128,408,1324,23
87,3,0,0,1,0,0,0,466,33,60,12.5,0,155,460,1260,7
12,3,3,1,1,0,0,0,843,28,56,3.0,0,123,403,1296,13
141,2,4,0,1,0,0,0,522,33,59,15.5,1,160,466,1396,5
25,3,6,2,1,1,1,1,1256,25,57,17.5,1,129,563,1351,29
115,3,5,0,1,1,1,1,474,33,56,9.5,0,174,631,1399,13
39,2,1,0,0,0,0,1,454,31,58,3.0,0,166,501,1346,8
107,3,3,2,1,0,1,0,1223,25,65,6.6,0,123,447,1343,26
21,1,4,1,1,0,0,0,770,29,60,9.1,0,134,423,1392,21
77,1,4,1,1,0,1,0,803,28,59,15.0,0,137,479,1363,20
19,2,5,2,1,1,0,0,1183,26,61,10.3,0,116,530,1383,27
121,3,3,1,0,0,0,0,814,31,61,9.1,0,116,420,1324,17
39,2,2,0,0,0,0,1,545,33,61,10.6,0,147,494,1341,5
145,1,1,2,1,0,0,0,1217,26,58,10.1,0,138,388,1351,28
5,2,2,2,1,0,1,0,1232,25,63,7.1,0,138,432,1334,29
111,2,6,0,1,1,1,1,536,31,53,7.1,0,159,592,1324,10
24,2,3,1,1,0,0,0,855,28,57,7.1,0,117,445,1323,17
63,2,1,0,0,0,1,0,467,33,55,7.0,0,156,359,1342,20
71,2,6,0,0,1,1,0,590,33,53,13.2,0,151,582,1289,9
143,2,5,1,1,1,1,0,816,32,55,3.6,0,134,533,1402,31
62,3,3,0,1,0,0,0,479,33,63,6.1,0,151,396,1332,6
146,3,5,2,1,1,1,0,1173,26,64,10.3,0,110,489,1381,31
82,2,6,1,1,1,1,0,809,30,60,19.6,0,128,518,1317,24
84,2,3,0,1,0,0,0,541,32,55,12.2,0,165,445,1305,6
74,3,4,2,1,0,0,0,1197,26,65,12.9,0,125,494,1345,28
41,2,6,1,1,1,1,0,856,29,57,5.4,0,136,550,1342,29
65,2,0,1,1,0,0,0,806,29,65,9.9,0,149,425,1296,20
75,3,5,0,1,1,0,0,529,33,54,13.8,0,164,597,1439,5
143,2,2,0,1,0,1,0,588,32,53,10.4,0,144,518,1330,8
122,2,5,2,1,1,0,0,1252,25,64,17.1,1,121,481,1344,30
95,2,2,1,0,0,1,1,765,31,55,14.1,0,135,401,1295,23
130,2,3,2,1,0,0,0,1242,27,61,11.3,0,134,361,1323,27
41,2,1,1,1,0,0,0,769,33,60,11.4,1,128,451,1299,22
10,1,5,1,1,1,1,0,862,29,62,12.1,0,135,462,1409,22
101,3,5,1,1,1,1,1,829,30,51,13.7,0,135,440,1383,18
22,2,1,1,0,0,0,1,835,28,58,16.3,1,122,392,1378,9
6,1,5,0,0,1,0,0,574,31,55,9.2,0,155,561,1360,6
34,4,4,1,1,0,0,0,781,27,57,13.2,0,128,545,1388,15
16,2,6,1,1,1,1,0,779,33,54,8.4,0,140,492,1341,23
43,3,5,2,0,1,1,0,1211,25,65,10.2,1,122,636,1377,29
116,3,3,2,1,0,0,0,1206,25,54,6.2,0,119,481,1297,25
143,2,6,0,1,1,1,0,458,31,56,14.5,0,168,615,1354,9
122,2,6,0,1,1,1,0,570,33,61,9.8,0,153,543,1289,10
76,3,2,2,0,0,1,0,1184,25,65,14.6,0,110,426,1324,28
120,3,6,2,0,1,1,0,1211,25,57,13.2,0,128,624,1343,31
93,2,4,0,1,0,0,0,515,33,51,11.0,0,155,493,1416,10
146,3,2,2,1,0,1,0,1257,25,50,8.8,0,137,356,1371,29
125,2,0,1,1,0,1,1,797,29,57,12.2,0,128,388,1302,15
95,2,5,0,1,1,1,0,552,31,65,15.4,0,164,457,1362,18
136,2,4,2,1,0,0,0,1246,25,59,5.6,0,136,437,1407,27
74,3,5,1,0,1,0,0,768,30,62,18.0,0,138,540,1384,28
88,3,1,1,0,0,0,0,822,26,62,6.1,0,124,353,1325,15
95,2,0,0,1,0,0,0,467,32,55,5.2,0,171,568,1331,5
145,1,6,2,1,1,1,1,1264,25,56,6.5,0,132,485,1265,37
59,2,6,0,1,1,1,0,538,32,56,7.1,0,174,481,1288,20
98,1,1,1,1,0,0,0,809,30,55,9.1,0,132,458,1321,18
101,3,3,0,1,0,0,0,526,33,62,12.1,0,155,478,1309,5
80,3,5,0,0,1,1,0,589,31,58,9.0,0,148,499,1415,11
34,4,2,2,1,0,1,0,1249,26,61,13.7,0,132,484,1347,25
126,3,0,2,1,0,0,0,1231,26,48,13.3,0,136,426,1294,25
78,2,6,1,0,1,1,0,752,30,63,11.7,0,142,536,1350,22
92,3,1,0,0,0,0,0,487,31,58,3.0,0,153,550,1262,8
15,2,1,1,0,0,0,0,751,30,59,13.2,0,136,511,1309,15
65,2,0,0,1,0,0,0,559,33,57,14.2,0,147,452,1311,11
105,2,0,0,0,0,0,1,563,33,62,8.3,0,166,476,1298,5
29,1,1,2,0,0,0,0,1176,25,62,12.9,0,135,413,1343,23
127,3,3,0,0,0,0,0,473,31,51,11.4,0,161,461,1261,13
30,3,5,0,0,1,0,0,559,32,60,6.9,0,144,479,1376,10
122,2,4,0,1,0,0,0,466,33,51,5.6,0,154,392,1331,9
146,3,1,1,1,0,0,0,781,31,51,9.6,0,126,415,1326,22
54,2,2,2,0,0,1,0,1256,25,58,19.5,0,132,400,1359,34
70,3,2,2,1,0,1,0,1230,26,54,6.6,0,126,523,1298,29
50,4,3,1,1,0,0,0,830,26,59,3.8,0,131,390,1260,17
21,1,6,2,1,1,1,1,1286,25,63,8.3,0,134,543,1296,32
116,3,1,2,1,0,1,0,1224,25,58,8.3,0,129,391,1338,29
13,2,0,1,1,0,0,0,796,27,59,9.1,0,134,445,1333,14
41,2,2,2,0,0,1,0,1276,25,60,12.8,1,128,474,1352,23
53,3,5,0,1,1,1,0,541,33,65,3.9,0,157,642,1348,11
67,3,4,2,0,0,0,0,1259,25,64,11.0,0,126,468,1365,24
47,2,3,2,1,0,0,1,1209,27,63,8.0,0,130,419,1309,25
50,4,6,0,1,1,1,0,550,33,59,12.0,0,154,556,1326,18
14,2,2,0,0,0,0,0,460,33,60,6.2,0,170,486,1300,8
9,3,1,2,1,0,0,0,1272,25,52,11.7,0,135,473,1319,28
80,3,1,2,1,0,0,0,1179,28,49,10.9,0,136,365,1306,28
148,1,3,2,1,0,0,1,1170,25,62,9.1,0,128,468,1298,30
148,1,5,1,1,1,1,0,805,27,59,18.2,0,129,529,1349,27
25,3,0,0,1,0,0,0,480,31,55,8.3,0,171,432,1318,13
109,1,5,1,0,1,1,0,801,31,60,14.3,0,131,582,1310,26
93,2,2,0,0,0,0,0,483,30,55,9.9,0,166,414,1304,9
75,3,1,1,1,0,0,1,751,31,55,14.2,0,139,463,1346,14
73,3,3,0,0,0,0,0,576,33,49,6.5,0,161,411,1330,5
122,2,5,1,0,1,1,0,774,30,48,10.4,0,125,522,1389,18
57,2,5,1,0,1,0,0,854,29,58,10.0,0,134,484,1351,27
8,3,4,1,1,0,1,0,847,27,64,3.6,0,118,437,1411,18
0,2,6,2,1,1,1,0,1215,26,56,7.2,0,135,429,1312,30
110,2,2,1,1,0,1,1,806,28,61,12.1,0,121,406,1310,17
54,2,4,0,1,0,0,1,525,33,54,3.9,0,158,438,1348,5
51,3,2,0,0,0,1,0,483,32,57,9.8,0,153,408,1368,10
112,3,6,0,0,1,1,0,507,33,59,4.6,0,154,548,1329,13
42,1,0,1,1,0,1,0,820,30,52,3.0,0,133,477,1263,20
130,2,1,0,1,0,0,0,504,32,55,15.0,0,162,514,1312,6
65,2,2,0,1,0,1,0,469,33,58,9.2,0,172,444,1301,12
56,1,2,2,0,0,1,0,1250,25,57,3.0,0,137,477,1301,27
9,3,6,0,1,1,1,0,561,32,60,14.7,0,146,607,1308,13
136,2,2,1,1,0,1,0,763,28,62,8.2,1,125,542,1305,25
22,2,3,2,0,0,0,0,1176,25,55,5.0,0,124,463,1315,36
121,3,0,2,1,0,0,0,1288,26,59,9.3,0,141,439,1296,33
2,3,5,0,1,1,1,0,594,30,59,4.0,0,145,497,1423,12
23,2,5,2,0,1,1,1,1209,25,54,16.8,0,125,482,1401,28
98,1,0,1,0,0,0,0,792,27,57,8.8,1,129,555,1348,12
117,2,4,1,1,0,0,0,866,26,62,13.8,0,123,455,1390,15
139,4,6,0,0,1,1,0,526,33,55,8.5,0,161,514,1339,16
17,2,5,1,0,1,0,1,828,28,54,7.1,0,133,630,1324,20
44,2,3,0,0,0,0,0,581,33,56,11.2,0,156,462,1361,5
38,3,3,1,1,0,0,0,851,26,62,14.0,0,130,469,1363,15
102,2,0,0,1,0,1,0,575,32,65,8.6,0,151,474,1329,11
48,2,6,1,1,1,1,0,810,27,62,13.6,0,136,498,1295,25
143,2,4,2,1,0,0,0,1276,25,57,7.0,0,141,370,1378,27
92,3,0,1,0,0,0,0,845,29,58,6.1,0,127,425,1318,17
48,2,2,2,1,0,1,0,1204,25,62,10.6,0,134,506,1391,26
86,3,1,2,0,0,0,0,1234,25,62,10.5,0,135,465,1335,24
44,2,1,2,1,0,0,0,1269,25,63,10.0,0,131,493,1317,23
137,3,2,1,1,0,0,0,808,30,51,8.8,0,136,460,1276,14
116,3,3,1,0,0,0,0,779,29,54,8.0,0,136,484,1287,24
21,1,1,1,0,0,0,0,788,30,46,10.0,0,129,443,1380,17
1,4,2,2,1,0,0,1,1196,26,57,11.9,0,131,438,1315,24
142,2,5,1,1,1,1,0,806,33,61,11.4,0,133,630,1364,22
51,3,4,1,1,0,0,0,794,28,53,9.2,0,127,420,1351,13
140,4,6,0,0,1,1,0,490,33,61,12.6,0,155,526,1290,17
73,3,2,1,0,0,1,0,867,27,58,16.6,0,119,515,1331,21
10,1,6,1,0,1,1,0,793,29,55,8.1,0,128,605,1266,21
71,2,2,1,1,0,0,0,803,28,64,9.3,0,128,410,1365,15
116,3,4,2,0,0,0,0,1276,25,49,13.4,0,126,454,1377,36
112,3,5,2,1,1,1,0,1241,25,54,11.2,0,140,497,1354,23
139,4,2,1,0,0,1,1,838,29,59,9.2,0,124,474,1340,17
119,2,2,1,0,0,1,0,852,27,62,10.3,0,123,436,1300,20
23,2,2,2,1,0,1,1,1281,25,52,4.7,0,129,466,1342,24
77,1,0,1,1,0,0,0,787,29,52,15.0,1,145,483,1297,19
126,3,2,2,1,0,0,1,1289,25,58,11.1,0,127,449,1333,25
120,3,1,0,1,0,0,0,507,33,57,8.3,0,156,459,1332,13
25,3,5,1,1,1,1,0,768,29,65,11.7,0,136,571,1337,28
52,3,3,2,0,0,0,0,1219,25,65,12.5,0,133,423,1324,26
127,3,1,2,0,0,0,0,1232,25,51,12.9,0,138,445,1307,28
28,2,6,0,0,1,1,0,472,29,60,10.5,0,171,392,1328,14
32,1,6,2,1,1,1,0,1199,25,57,11.8,0,132,540,1309,24
126,3,0,1,1,0,0,0,761,29,54,4.1,0,131,461,1273,20
60,2,5,1,1,1,1,0,819,30,56,12.4,0,131,547,1412,24
30,3,2,0,1,0,1,0,473,32,56,3.0,0,170,385,1342,15
99,1,5,0,1,1,1,0,478,33,53,10.1,0,164,545,1356,15
89,2,2,0,1,0,1,0,467,33,50,19.6,1,159,587,1362,14
47,2,5,0,1,1,1,1,529,29,58,7.4,0,163,598,1478,5
65,2,1,1,0,0,0,0,763,29,57,13.4,0,135,503,1318,23
46,2,6,0,1,1,1,0,506,33,61,3.2,0,160,581,1320,16
